001	-0.378144	-0.365928
002	-0.715024	-0.223678
003	-0.825499	-0.044820
004	-0.804663	0.000647
005	-0.824205	-0.063873
006	-0.932409	-0.090367
007	-1.004939	0.039636
008	-0.853136	0.271217
009	-0.462505	0.385055
010	-0.083025	0.327651
011	0.192797	0.181276
012	0.279527	-0.019434
013	0.153929	-0.209832
014	-0.140137	-0.318294
015	-0.482658	-0.220937
016	-0.582011	-0.046394
017	-0.575446	0.008477
018	-0.565056	0.051043
019	-0.473360	0.031631
020	-0.501795	-0.071827
021	-0.617015	-0.137531
022	-0.776857	-0.183583
023	-0.984180	-0.187596
024	-1.152049	-0.115011
025	-1.214202	-0.050176
026	-1.252400	-0.007836
027	-1.229873	0.162726
028	-0.926948	0.454773
029	-0.320327	0.591518
030	0.256088	0.441965
031	0.563602	0.096947
032	0.449981	-0.229561
033	0.104481	-0.332436
034	-0.214890	-0.295552
035	-0.486624	-0.259357
036	-0.733604	-0.220626
037	-0.927876	-0.076338
038	-0.886280	0.213137
039	-0.501601	0.431846
040	-0.022588	0.448825
041	0.396050	0.327019
042	0.631449	0.015654
043	0.427358	-0.324196
044	-0.016942	-0.430611
045	-0.433865	-0.358309
046	-0.733561	-0.241311
047	-0.916486	-0.154677
048	-1.042914	-0.019779
049	-0.956044	0.241951
050	-0.559013	0.475390
051	-0.005264	0.541807
052	0.524600	0.370343
053	0.735422	-0.050921
054	0.422758	-0.383759
055	-0.032096	-0.402507
056	-0.382255	-0.305834
057	-0.643765	-0.241741
058	-0.865737	-0.200869
059	-1.045503	-0.131580
060	-1.128897	0.058513
061	-0.928477	0.337773
062	-0.453352	0.543750
063	0.159024	0.686847
064	0.920342	0.667511
065	1.494045	0.264044
066	1.448430	-0.276258
067	0.941529	-0.510203
068	0.428024	-0.462355
069	0.016820	-0.376697
070	-0.325370	-0.326944
071	-0.637069	-0.274771
072	-0.874912	-0.139780
073	-0.916628	0.132982
074	-0.608948	0.505923
075	0.095218	0.629903
076	0.650858	0.583712
077	1.262642	0.274442
078	1.199742	-0.322331
079	0.617979	-0.572307
080	0.055127	-0.465253
081	-0.312527	-0.293787
082	-0.532447	-0.203684
083	-0.719896	-0.100393
084	-0.733234	0.210271
085	-0.299354	0.576278
086	0.419323	0.723871
087	1.148389	0.594657
088	1.608637	0.148599
089	1.445587	-0.387161
090	0.834316	-0.550998
091	0.343590	-0.451498
092	-0.068680	-0.366027
093	-0.388465	-0.257851
094	-0.584382	-0.109521
095	-0.607508	0.242388
096	-0.099606	0.536298
097	0.465088	0.756079
098	1.412551	0.821013
099	2.107115	0.333312
100	2.079176	-0.339044
101	1.429027	-0.613653
102	0.851869	-0.532680
103	0.363667	-0.443142
104	-0.034415	-0.361782
105	-0.359897	-0.267535
106	-0.569485	-0.091713
107	-0.543322	0.215870
108	-0.137745	0.531545
109	0.519769	0.714732
110	1.291720	0.769261
111	2.058292	0.573406
112	2.438532	-0.052589
113	1.953114	-0.634074
114	1.170384	-0.687615
115	0.577884	-0.511132
116	0.148121	-0.385380
117	-0.192876	-0.307661
118	-0.467202	-0.170100
119	-0.533076	0.120097
120	-0.227007	0.472459
121	0.411841	0.757718
122	1.288429	0.862793
123	2.137426	0.597453
124	2.483335	-0.018167
125	2.101092	-0.497955
126	1.487424	-0.583135
127	0.934822	-0.534636
128	0.418153	-0.476238
129	-0.017654	-0.388502
130	-0.358852	-0.261728
131	-0.541110	-0.022799
132	-0.404449	0.338629
133	0.136147	0.667690
134	0.930931	0.848730
135	1.833608	0.759398
136	2.449728	0.157909
137	2.149426	-0.540163
138	1.369402	-0.697146
139	0.755135	-0.535026
140	0.299350	-0.477334
141	-0.199533	-0.365676
142	-0.432002	-0.125411
143	-0.450356	-0.069892
144	-0.571786	0.212832
145	-0.024692	0.669948
146	0.768111	0.785642
147	1.546591	0.442935
148	1.653981	-0.247622
149	1.051348	-0.605212
150	0.443557	-0.509400
151	0.032548	-0.357826
152	-0.272096	-0.294269
153	-0.555990	-0.206129
154	-0.684353	0.089128
155	-0.377734	0.452928
156	0.221503	0.567666
157	0.757598	0.404259
158	1.030022	0.002811
159	0.763221	-0.407265
160	0.215491	-0.484104
161	-0.204987	-0.377755
162	-0.540020	-0.289184
163	-0.783355	-0.153619
164	-0.847258	0.108724
165	-0.565908	0.401371
166	-0.044517	0.556691
167	0.547474	0.562981
168	1.081445	0.257842
169	1.063157	-0.301045
170	0.479355	-0.577531
171	-0.091904	-0.454128
172	-0.428900	-0.272900
173	-0.637703	-0.212804
174	-0.854509	-0.174168
175	-0.986039	0.084123
176	-0.686262	0.480202
177	-0.025635	0.695530
178	0.704797	0.685040
179	1.344446	0.350535
180	1.405867	-0.233898
181	0.876650	-0.545491
182	0.314884	-0.523870
183	-0.171090	-0.418049
184	-0.521214	-0.268159
185	-0.707408	-0.180929
186	-0.883073	-0.186536
187	-1.080480	-0.076652
188	-1.036377	0.257016
189	-0.566448	0.564707
190	0.093036	0.652214
191	0.737980	0.593259
192	1.279555	0.315904
193	1.369789	-0.211470
194	0.856614	-0.574373
195	0.221043	-0.550645
196	-0.244675	-0.378157
197	-0.535271	-0.238089
198	-0.720854	-0.183528
199	-0.902327	-0.090158
200	-0.901170	0.220418
201	-0.461491	0.546464
202	0.191757	0.635529
203	0.809566	0.511952
204	1.215662	0.146981
205	1.103529	-0.310361
206	0.594941	-0.499977
207	0.103575	-0.448449
208	-0.301957	-0.359161
209	-0.614746	-0.256314
210	-0.814584	-0.139612
211	-0.893970	0.084666
212	-0.645252	0.398967
213	-0.096037	0.620986
214	0.596721	0.623374
215	1.150711	0.270065
216	1.136850	-0.267568
217	0.615575	-0.540402
218	0.056046	-0.462443
219	-0.309312	-0.314620
220	-0.573194	-0.256339
221	-0.821990	-0.228209
222	-1.029612	-0.094989
223	-1.011968	0.200754
224	-0.628105	0.469202
225	-0.073565	0.398712
226	0.169318	0.040703
227	0.007842	-0.280333
228	-0.391349	-0.357703
229	-0.707565	-0.292542
230	-0.976432	-0.197496
231	-1.102557	0.070549
232	-0.835333	0.415282
233	-0.271994	0.542840
234	0.250347	0.390416
235	0.508837	0.045039
236	0.340426	-0.299633
237	-0.090429	-0.424450
238	-0.508474	-0.366958
239	-0.824345	-0.194536
240	-0.897546	0.125176
241	-0.573993	0.438560
242	-0.020426	0.480566
243	0.387139	0.288061
244	0.555697	0.028946
245	0.445031	-0.263599
246	0.028499	-0.429745
247	-0.414460	-0.352791
248	-0.677082	-0.082393
249	-0.579247	0.339006
250	0.000930	0.757658
251	0.936070	0.961547
252	1.924025	0.914848
253	2.765765	0.810707
254	3.545439	0.683239
255	4.132243	0.257805
256	4.061050	-0.370685
257	3.390873	-0.734831
258	2.591388	-0.730417
259	1.930039	-0.602606
260	1.386176	-0.476731
261	0.976578	-0.367402
262	0.651373	-0.337651
263	0.301276	-0.353581
264	-0.055789	-0.303059
265	-0.304842	-0.205208
266	-0.466205	-0.161564
267	-0.627970	-0.179826
268	-0.825856	-0.177048
269	-0.982066	-0.103928
270	-1.033711	-0.044150
271	-1.070367	-0.076147
272	-1.186005	-0.124440
273	-1.319246	-0.099016
274	-1.384038	-0.043360
275	-1.405967	-0.037546
276	-1.459129	-0.076785
277	-1.559537	-0.069978
278	-1.599086	-0.022236
279	-1.604010	0.039503
280	-1.520079	0.176918
281	-1.250173	0.330286
282	-0.859508	0.454588
283	-0.340997	0.517584
284	0.175660	0.324661
285	0.308325	-0.117122
286	-0.058584	-0.385231
287	-0.462137	-0.304634
288	-0.667851	-0.193287
289	-0.848710	-0.184737
290	-1.037325	-0.151083
291	-1.150876	-0.069956
292	-1.177238	0.098894
293	-0.953088	0.353492
294	-0.470253	0.509633
295	0.066179	0.577055
296	0.683857	0.639306
297	1.344790	0.435162
298	1.554182	-0.121125
299	1.102539	-0.536978
300	0.480226	-0.533163
301	0.036214	-0.394704
302	-0.309183	-0.315619
303	-0.595023	-0.218071
304	-0.745324	-0.123224
305	-0.841472	-0.119924
306	-0.985172	-0.121002
307	-1.083477	0.075824
308	-0.833525	0.400728
309	-0.282021	0.601002
310	0.368479	0.640357
311	0.998692	0.519155
312	1.406789	0.110086
313	1.218865	-0.396049
314	0.614691	-0.600501
315	0.017863	-0.482592
316	-0.350494	-0.272749
317	-0.527636	-0.153356
318	-0.657206	-0.154030
319	-0.835696	-0.183655
320	-1.024516	-0.122198
321	-1.080092	0.098458
322	-0.827601	0.398488
323	-0.283116	0.588094
324	0.348588	0.674848
325	1.066581	0.627075
326	1.602737	0.204070
327	1.474721	-0.389567
328	0.823603	-0.609279
329	0.256164	-0.475147
330	-0.126691	-0.310167
331	-0.364171	-0.237126
332	-0.600942	-0.222174
333	-0.808519	-0.165205
334	-0.931352	-0.108690
335	-1.025900	-0.098420
336	-1.128193	-0.106490
337	-1.238879	-0.092513
338	-1.313218	-0.063469
339	-1.365816	-0.076809
340	-1.466836	-0.116003
341	-1.597821	-0.106091
342	-1.679019	-0.023710
343	-1.645241	0.160102
344	-1.358814	0.286426
